index,rating
index_366,1
index_367,2
index_368,3
index_369,5
index_370,4
index_371,1
index_372,5
index_373,5
index_374,2
index_375,4
index_376,4
index_377,2
index_378,1
index_379,1
index_380,3
index_381,2
index_382,2
index_383,3
index_384,1
index_385,3
index_386,3
index_387,4
index_388,1
index_389,3
index_390,5
index_391,1
index_392,4
index_393,3
index_394,5
index_395,4
index_396,4
index_397,4
index_398,4
index_399,5
index_400,1
index_401,4
index_402,1
index_403,1
index_404,2
index_405,3
index_406,1
index_407,4
index_408,1
index_409,4
index_410,1
index_411,2
index_412,3
index_413,1
index_414,2
index_415,2
index_416,3
index_417,5
index_418,5
index_419,4
index_420,2
index_421,3
index_422,2
index_423,4
index_424,5
index_425,1
index_426,3
index_427,2
index_428,3
index_429,2
index_430,3
index_431,3
index_432,1
index_433,2
index_434,1
index_435,1
index_436,3
index_437,4
index_438,2
index_439,1
index_440,2
index_441,4
index_442,4
index_443,5
index_444,4
index_445,3
index_446,4
index_447,1
index_448,4
index_449,2
index_450,4
index_451,1
index_452,3
index_453,5
index_454,1
index_455,3
index_456,2
index_457,4
index_458,1
index_459,1
index_460,3
index_461,4
index_462,2
index_463,1
index_464,1
index_465,4
index_466,4
index_467,5
index_468,1
index_469,2
index_470,2
index_471,4
index_472,1
index_473,2
index_474,5
index_475,3
index_476,2
index_477,4
index_478,3
index_479,4
index_480,1
index_481,3
index_482,5
index_483,1
index_484,4
index_485,1
index_486,3
index_487,5
index_488,1
index_489,5
index_490,5
index_491,1
index_492,2
index_493,2
index_494,4
index_495,4
index_496,4
index_497,5
index_498,3
index_499,1
index_500,1
index_501,2
index_502,1
index_503,2
index_504,2
index_505,3
index_506,4
index_507,4
index_508,4
index_509,1
index_510,3
index_511,5
index_512,5
index_513,5
index_514,3
index_515,3
index_516,4
index_517,1
index_518,3
index_519,1
index_520,4
index_521,5
index_522,2
index_523,2
index_524,4
index_525,1
index_526,4
index_527,3
index_528,5
index_529,5
index_530,3
index_531,3
index_532,5
index_533,4
index_534,2
index_535,2
index_536,5
index_537,5
index_538,1
index_539,2
index_540,1
index_541,4
index_542,2
index_543,5
index_544,5
index_545,2
index_546,4
index_547,4
index_548,4
index_549,4
index_550,1
index_551,3
index_552,4
index_553,5
index_554,4
index_555,3
index_556,5
index_557,3
index_558,4
index_559,4
index_560,2
index_561,3
index_562,2
index_563,3
index_564,2
index_565,2
index_566,5
index_567,5
index_568,1
index_569,1
index_570,1
index_571,5
index_572,5
index_573,4
index_574,5
index_575,1
index_576,1
index_577,2
index_578,2
index_579,2
index_580,3
index_581,1
index_582,2
index_583,2
index_584,4
index_585,4
index_586,5
index_587,2
index_588,5
index_589,4
index_590,5
index_591,2
index_592,2
index_593,2
index_594,5
index_595,1
index_596,2
index_597,4
index_598,4
index_599,1
index_600,3
index_601,5
index_602,5
index_603,1
index_604,3
index_605,5
index_606,4
index_607,4
index_608,5
index_609,5
index_610,3
index_611,5
index_612,2
index_613,1
index_614,1
index_615,5
index_616,1
index_617,1
index_618,4
index_619,5
index_620,5
index_621,1
index_622,2
index_623,1
index_624,5
index_625,1
index_626,2
index_627,3
index_628,1
index_629,1
index_630,3
index_631,3
index_632,5
index_633,1
index_634,2
index_635,1
index_636,4
index_637,5
index_638,4
index_639,4
index_640,3
index_641,1
index_642,1
index_643,5
index_644,4
index_645,4
index_646,3
index_647,4
index_648,3
index_649,4
index_650,5
index_651,1
index_652,2
index_653,3
index_654,4
index_655,4
index_656,5
index_657,4
index_658,3
index_659,5
index_660,1
index_661,5
index_662,1
index_663,1
index_664,1
index_665,5
index_666,5
index_667,1
index_668,4
index_669,5
index_670,2
index_671,3
index_672,3
index_673,5
index_674,4
index_675,1
index_676,5
index_677,2
index_678,5
index_679,1
index_680,1
index_681,3
index_682,1
index_683,4
index_684,3
index_685,1
index_686,1
index_687,2
index_688,1
index_689,5
index_690,4
index_691,5
index_692,1
index_693,4
index_694,5
index_695,2
index_696,1
index_697,4
index_698,4
index_699,1
index_700,3
index_701,1
index_702,1
index_703,4
index_704,3
index_705,5
index_706,1
index_707,1
index_708,3
index_709,2
index_710,2
index_711,2
index_712,5
index_713,1
index_714,2
index_715,1
index_716,2
index_717,1
index_718,3
index_719,2
index_720,1
index_721,3
index_722,1
index_723,1
index_724,2
index_725,5
index_726,5
index_727,5
index_728,2
index_729,2
index_730,3
index_731,1
index_732,3
index_733,2
index_734,1
index_735,4
index_736,5
index_737,5
index_738,4
index_739,5
index_740,4
index_741,1
index_742,4
index_743,4
index_744,5
index_745,1
index_746,3
index_747,2
index_748,2
index_749,2
index_750,5
index_751,1
index_752,5
index_753,2
index_754,5
index_755,5
index_756,3
index_757,5
index_758,5
index_759,3
index_760,2
index_761,4
index_762,4
index_763,1
index_764,2
index_765,5
index_766,5
index_767,5
index_768,4
index_769,1
index_770,3
index_771,4
index_772,1
index_773,1
index_774,3
index_775,4
index_776,1
index_777,4
index_778,1
index_779,4
index_780,2
index_781,1
index_782,3
index_783,4
index_784,5
index_785,1
index_786,1
index_787,4
index_788,1
index_789,2
index_790,2
index_791,2
index_792,5
index_793,2
index_794,1
index_795,1
index_796,2
index_797,3
index_798,3
index_799,1
index_800,5
index_801,2
index_802,2
index_803,3
index_804,5
index_805,2
index_806,1
index_807,4
index_808,1
index_809,4
index_810,2
index_811,3
index_812,4
index_813,1
index_814,2
index_815,1
index_816,1
index_817,1
index_818,4
index_819,2
index_820,3
index_821,2
index_822,4
index_823,5
index_824,2
index_825,4
index_826,2
index_827,3
index_828,5
index_829,2
index_830,4
index_831,3
index_832,2
index_833,4
index_834,2
index_835,3
index_836,5
index_837,2
index_838,1
index_839,4
index_840,5
index_841,4
index_842,3
index_843,4
index_844,1
index_845,3
index_846,2
index_847,4
index_848,1
index_849,3
index_850,4
index_851,5
index_852,2
index_853,1
index_854,3
index_855,1
index_856,1
index_857,4
index_858,1
index_859,5
index_860,2
index_861,4
index_862,4
index_863,1
index_864,5
index_865,5
index_866,3
index_867,2
index_868,2
index_869,2
index_870,5
index_871,4
index_872,1
index_873,4
index_874,1
index_875,1
index_876,3
index_877,2
index_878,3
index_879,1
index_880,2
index_881,3
index_882,4
index_883,4
index_884,5
index_885,4
index_886,3
index_887,4
index_888,1
index_889,5
index_890,1
index_891,5
index_892,2
index_893,3
index_894,3
index_895,3
index_896,5
index_897,5
index_898,1
index_899,1
index_900,1
index_901,2
index_902,3
index_903,3
index_904,5
index_905,2
index_906,4
index_907,1
index_908,4
index_909,1
index_910,4
index_911,3
index_912,5
index_913,5
index_914,1
index_915,3
index_916,3
index_917,1
index_918,1
index_919,5
index_920,5
index_921,2
index_922,4
index_923,1
index_924,4
index_925,4
index_926,4
index_927,1
index_928,2
index_929,2
index_930,1
index_931,3
index_932,3
index_933,2
index_934,5
index_935,4
index_936,1
index_937,3
index_938,4
index_939,4
index_940,4
index_941,4
index_942,2
index_943,3
index_944,1
index_945,2
index_946,3
index_947,5
index_948,2
index_949,4
index_950,3
index_951,5
index_952,2
index_953,5
index_954,4
index_955,2
index_956,5
index_957,3
index_958,5
index_959,3
index_960,3
index_961,4
index_962,4
index_963,3
index_964,2
index_965,4
index_966,5
index_967,5
index_968,5
index_969,2
index_970,1
index_971,2
index_972,5
index_973,1
index_974,3
index_975,3
index_976,2
index_977,4
index_978,2
index_979,1
index_980,2
index_981,5
index_982,3
index_983,2
index_984,1
index_985,3
index_986,2
index_987,4
index_988,5
index_989,5
index_990,3
index_991,3
index_992,3
index_993,4
index_994,5
index_995,5
index_996,5
index_997,1
index_998,4
index_999,1
index_1000,3
index_1001,4
index_1002,3
index_1003,2
index_1004,2
index_1005,5
index_1006,5
index_1007,2
index_1008,2
index_1009,1
index_1010,5
index_1011,4
index_1012,3
index_1013,2
index_1014,4
index_1015,3
index_1016,2
index_1017,2
index_1018,1
index_1019,4
index_1020,3
index_1021,5
index_1022,3
index_1023,4
index_1024,4
index_1025,3
index_1026,1
index_1027,1
index_1028,4
index_1029,5
index_1030,4
index_1031,1
index_1032,1
index_1033,1
index_1034,1
index_1035,1
index_1036,4
index_1037,4
index_1038,2
index_1039,3
index_1040,5
index_1041,3
index_1042,2
index_1043,1
index_1044,5
index_1045,4
index_1046,3
index_1047,3
index_1048,4
index_1049,4
index_1050,1
index_1051,3
index_1052,3
index_1053,5
index_1054,1
index_1055,1
index_1056,3
index_1057,1
index_1058,2
index_1059,1
index_1060,5
index_1061,1
index_1062,5
index_1063,5
index_1064,4
index_1065,2
index_1066,1
index_1067,1
index_1068,2
index_1069,3
index_1070,3
index_1071,2
index_1072,5
index_1073,2
index_1074,1
index_1075,4
index_1076,2
index_1077,2
index_1078,1
index_1079,1
index_1080,5
index_1081,1
index_1082,1
index_1083,1
index_1084,1
index_1085,1
index_1086,1
index_1087,4
index_1088,3
index_1089,2
index_1090,2
index_1091,1
index_1092,4
index_1093,3
index_1094,2
index_1095,5
index_1096,3
index_1097,3
index_1098,1
index_1099,2
index_1100,2
index_1101,1
index_1102,1
index_1103,1
index_1104,3
index_1105,5
index_1106,5
index_1107,1
index_1108,5
index_1109,3
index_1110,1
index_1111,3
index_1112,1
index_1113,3
index_1114,3
index_1115,3
index_1116,1
index_1117,5
index_1118,3
index_1119,1
index_1120,4
index_1121,1
index_1122,3
index_1123,5
index_1124,5
index_1125,4
index_1126,2
index_1127,5
index_1128,4
index_1129,5
index_1130,2
index_1131,2
index_1132,3
index_1133,5
index_1134,4
index_1135,3
index_1136,2
index_1137,5
index_1138,4
index_1139,5
index_1140,2
index_1141,4
index_1142,4
index_1143,5
index_1144,2
index_1145,5
index_1146,1
index_1147,3
index_1148,3
index_1149,4
index_1150,5
index_1151,5
index_1152,4
index_1153,4
index_1154,4
index_1155,3
index_1156,2
index_1157,3
index_1158,3
index_1159,5
index_1160,1
index_1161,3
index_1162,1
index_1163,4
index_1164,1
index_1165,1
index_1166,4
index_1167,5
index_1168,4
index_1169,1
index_1170,1
index_1171,1
index_1172,5
index_1173,3
index_1174,1
index_1175,5
index_1176,3
index_1177,2
index_1178,5
index_1179,3
index_1180,1
index_1181,4
index_1182,5
index_1183,2
index_1184,2
index_1185,4
index_1186,3
index_1187,5
index_1188,4
index_1189,1
index_1190,4
index_1191,1
index_1192,4
index_1193,5
index_1194,2
index_1195,1
index_1196,3
index_1197,5
index_1198,4
index_1199,4
index_1200,3
index_1201,2
index_1202,2
index_1203,3
index_1204,2
index_1205,4
index_1206,5
index_1207,5
index_1208,5
index_1209,2
index_1210,3
index_1211,5
index_1212,3
index_1213,4
index_1214,4
index_1215,5
index_1216,2
index_1217,3
index_1218,1
index_1219,2
index_1220,3
index_1221,1
index_1222,2
index_1223,5
index_1224,5
index_1225,1
index_1226,1
index_1227,3
index_1228,4
index_1229,5
index_1230,3
index_1231,5
index_1232,2
index_1233,1
index_1234,4
index_1235,1
index_1236,5
index_1237,1
index_1238,3
index_1239,2
index_1240,4
index_1241,5
index_1242,5
index_1243,1
index_1244,3
index_1245,5
index_1246,2
index_1247,1
index_1248,4
index_1249,5
index_1250,4
index_1251,4
index_1252,2
index_1253,5
index_1254,1
index_1255,2
index_1256,5
index_1257,4
index_1258,1
index_1259,2
index_1260,1
index_1261,1
index_1262,5
index_1263,3
index_1264,4
index_1265,3
index_1266,4
index_1267,5
index_1268,2
index_1269,1
index_1270,5
index_1271,1
index_1272,5
index_1273,2
index_1274,5
index_1275,4
index_1276,1
index_1277,5
index_1278,5
index_1279,5
index_1280,5
index_1281,1
index_1282,1
index_1283,1
index_1284,3
index_1285,5
index_1286,2
index_1287,1
index_1288,3
index_1289,2
index_1290,2
index_1291,5
index_1292,1
index_1293,2
index_1294,3
index_1295,1
index_1296,1
index_1297,3
index_1298,2
index_1299,2
index_1300,2
index_1301,1
index_1302,1
index_1303,5
index_1304,3
index_1305,4
index_1306,1
index_1307,3
index_1308,3
index_1309,5
index_1310,2
index_1311,1
index_1312,5
index_1313,5
index_1314,3
index_1315,1
index_1316,4
index_1317,2
index_1318,4
index_1319,5
index_1320,3
index_1321,2
index_1322,2
index_1323,5
index_1324,2
index_1325,2
index_1326,5
index_1327,3
index_1328,4
index_1329,1
index_1330,1
index_1331,3
index_1332,5
index_1333,2
index_1334,1
index_1335,1
index_1336,4
index_1337,5
index_1338,2
index_1339,5
index_1340,4
index_1341,1
index_1342,3
index_1343,1
index_1344,4
index_1345,2
index_1346,1
index_1347,5
index_1348,4
index_1349,1
index_1350,2
index_1351,5
index_1352,1
index_1353,3
index_1354,1
index_1355,4
index_1356,5
index_1357,1
index_1358,2
index_1359,5
index_1360,1
index_1361,1
index_1362,3
index_1363,3
index_1364,1
index_1365,2
index_1366,5
index_1367,5
index_1368,4
index_1369,1
index_1370,2
index_1371,4
index_1372,5
index_1373,5
index_1374,4
index_1375,1
index_1376,5
index_1377,5
index_1378,2
index_1379,1
index_1380,3
index_1381,2
index_1382,4
index_1383,3
index_1384,1
index_1385,4
index_1386,1
index_1387,1
index_1388,1
index_1389,1
index_1390,1
index_1391,5
index_1392,1
index_1393,4
index_1394,5
index_1395,1
index_1396,2
index_1397,5
index_1398,4
index_1399,2
index_1400,5
index_1401,4
index_1402,2
index_1403,4
index_1404,4
index_1405,3
index_1406,5
index_1407,4
index_1408,5
index_1409,2
index_1410,5
index_1411,1
index_1412,2
index_1413,2
index_1414,1
index_1415,4
index_1416,1
index_1417,4
index_1418,1
index_1419,2
index_1420,5
index_1421,5
index_1422,4
index_1423,5
index_1424,3
index_1425,5
index_1426,5
index_1427,3
index_1428,4
index_1429,2
index_1430,2
index_1431,3
index_1432,1
index_1433,3
index_1434,3
index_1435,1
index_1436,2
index_1437,4
index_1438,2
index_1439,4
index_1440,4
index_1441,2
index_1442,4
index_1443,1
index_1444,2
index_1445,3
index_1446,2
index_1447,2
index_1448,1
index_1449,2
index_1450,1
index_1451,1
index_1452,1
index_1453,3
index_1454,1
index_1455,5
index_1456,5
index_1457,3
index_1458,3
index_1459,1
index_1460,3
index_1461,4
index_1462,2
index_1463,1
index_1464,1
index_1465,1
index_1466,3
index_1467,2
index_1468,2
index_1469,5
index_1470,4
index_1471,3
index_1472,3
index_1473,4
index_1474,5
index_1475,5
index_1476,2
index_1477,1
index_1478,4
index_1479,5
index_1480,1
index_1481,1
index_1482,1
index_1483,2
index_1484,1
index_1485,1
index_1486,3
index_1487,1
index_1488,2
index_1489,4
index_1490,4
index_1491,1
index_1492,1
index_1493,1
index_1494,5
index_1495,1
index_1496,2
index_1497,4
index_1498,1
index_1499,5
index_1500,1
index_1501,4
index_1502,2
index_1503,3
index_1504,5
index_1505,5
index_1506,1
index_1507,4
index_1508,3
index_1509,4
index_1510,1
index_1511,2
index_1512,4
index_1513,4
index_1514,2
index_1515,2
index_1516,1
index_1517,2
index_1518,1
index_1519,4
index_1520,1
index_1521,4
index_1522,5
index_1523,4
index_1524,5
index_1525,3
index_1526,4
index_1527,2
index_1528,3
index_1529,1
index_1530,1
index_1531,5
index_1532,4
index_1533,1
index_1534,3
index_1535,4
index_1536,2
index_1537,4
index_1538,5
index_1539,5
index_1540,1
index_1541,5
index_1542,1
index_1543,2
index_1544,1
index_1545,4
index_1546,3
index_1547,5
index_1548,1
index_1549,5
index_1550,5
index_1551,1
index_1552,4
index_1553,4
index_1554,3
index_1555,5
index_1556,4
index_1557,3
index_1558,3
index_1559,3
index_1560,3
index_1561,2
index_1562,4
index_1563,2
index_1564,5
index_1565,3
index_1566,5
index_1567,5
index_1568,4
index_1569,1
index_1570,5
index_1571,4
index_1572,5
index_1573,2
index_1574,2
index_1575,1
index_1576,1
index_1577,4
index_1578,5
index_1579,5
index_1580,2
index_1581,1
index_1582,3
index_1583,5
index_1584,4
index_1585,1
index_1586,1
index_1587,4
index_1588,4
index_1589,4
index_1590,3
index_1591,4
index_1592,2
index_1593,1
index_1594,2
index_1595,4
index_1596,3
index_1597,4
index_1598,1
index_1599,4
index_1600,5
index_1601,2
index_1602,3
index_1603,1
index_1604,1
index_1605,4
index_1606,5
index_1607,5
index_1608,3
index_1609,4
index_1610,3
index_1611,4
index_1612,3
index_1613,5
index_1614,4
index_1615,1
index_1616,4
index_1617,5
index_1618,3
index_1619,2
index_1620,4
index_1621,3
index_1622,5
index_1623,2
index_1624,5
index_1625,1
index_1626,2
index_1627,2
index_1628,2
index_1629,2
index_1630,3
index_1631,1
index_1632,4
index_1633,4
index_1634,2
index_1635,1
index_1636,1
index_1637,4
index_1638,5
index_1639,4
index_1640,2
index_1641,1
index_1642,1
index_1643,2
index_1644,4
index_1645,1
index_1646,1
index_1647,5
index_1648,2
index_1649,3
index_1650,5
index_1651,1
index_1652,2
index_1653,4
index_1654,4
index_1655,3
index_1656,3
index_1657,2
index_1658,5
index_1659,3
index_1660,2
index_1661,1
index_1662,1
index_1663,5
index_1664,2
index_1665,2
index_1666,1
index_1667,1
index_1668,5
index_1669,2
index_1670,2
index_1671,2
index_1672,5
index_1673,4
index_1674,4
index_1675,1
index_1676,1
index_1677,3
index_1678,1
index_1679,3
index_1680,2
index_1681,1
index_1682,1
index_1683,4
index_1684,1
index_1685,1
index_1686,1
index_1687,1
index_1688,4
index_1689,1
index_1690,1
index_1691,3
index_1692,2
index_1693,1
index_1694,4
index_1695,4
index_1696,5
index_1697,5
index_1698,5
index_1699,5
index_1700,1
index_1701,5
index_1702,2
index_1703,1
index_1704,2
index_1705,4
index_1706,2
index_1707,5
index_1708,4
index_1709,1
index_1710,4
index_1711,5
index_1712,5
index_1713,4
index_1714,4
index_1715,5
index_1716,1
index_1717,3
index_1718,1
index_1719,4
index_1720,3
index_1721,3
index_1722,3
index_1723,3
index_1724,1
index_1725,3
index_1726,2
index_1727,3
index_1728,1
index_1729,3
index_1730,1
index_1731,1
index_1732,1
index_1733,3
index_1734,5
index_1735,4
index_1736,1
index_1737,5
index_1738,5
index_1739,3
index_1740,1
index_1741,5
index_1742,2
index_1743,1
index_1744,1
index_1745,2
index_1746,2
index_1747,4
index_1748,4
index_1749,4
index_1750,1
index_1751,5
index_1752,1
index_1753,3
index_1754,2
index_1755,3
index_1756,5
index_1757,2
index_1758,3
index_1759,4
index_1760,1
index_1761,4
index_1762,2
index_1763,2
index_1764,5
index_1765,2
index_1766,3
index_1767,4
index_1768,4
index_1769,3
index_1770,3
index_1771,4
index_1772,5
index_1773,4
index_1774,2
index_1775,5
index_1776,1
index_1777,2
index_1778,2
index_1779,2
index_1780,1
index_1781,3
index_1782,3
index_1783,4
index_1784,3
index_1785,4
index_1786,4
index_1787,5
index_1788,5
index_1789,3
index_1790,3
index_1791,3
index_1792,4
index_1793,5
index_1794,1
index_1795,4
index_1796,1
index_1797,2
index_1798,1
index_1799,5
index_1800,5
index_1801,3
index_1802,2
index_1803,5
index_1804,4
index_1805,2
index_1806,4
index_1807,1
index_1808,3
index_1809,5
index_1810,3
index_1811,2
index_1812,5
index_1813,1
index_1814,5
index_1815,1
index_1816,4
index_1817,2
index_1818,2
index_1819,5
index_1820,3
index_1821,1
index_1822,2
index_1823,4
index_1824,2
index_1825,4
index_1826,2
index_1827,5
index_1828,4
index_1829,1
index_1830,2
index_1831,2
index_1832,5
index_1833,5
index_1834,3
index_1835,4
index_1836,3
index_1837,5
index_1838,5
index_1839,3
index_1840,1
index_1841,2
index_1842,3
index_1843,1
index_1844,2
index_1845,5
index_1846,3
index_1847,1
index_1848,4
index_1849,2
index_1850,5
index_1851,4
index_1852,1
index_1853,4
index_1854,5
index_1855,2
index_1856,4
index_1857,2
index_1858,1
index_1859,5
index_1860,1
index_1861,2
index_1862,4
index_1863,3
index_1864,1
index_1865,4
index_1866,2
index_1867,2
index_1868,2
index_1869,2
index_1870,5
index_1871,4
index_1872,1
index_1873,2
index_1874,1
index_1875,2
index_1876,3
index_1877,2
index_1878,5
index_1879,5
index_1880,2
index_1881,3
index_1882,4
index_1883,2
index_1884,2
index_1885,2
index_1886,5
index_1887,2
index_1888,4
index_1889,1
index_1890,3
index_1891,1
index_1892,2
index_1893,4
index_1894,2
index_1895,4
index_1896,5
index_1897,3
index_1898,1
index_1899,2
index_1900,3
index_1901,4
index_1902,2
index_1903,2
index_1904,1
index_1905,5
index_1906,2
index_1907,2
index_1908,1
index_1909,5
index_1910,1
index_1911,3
index_1912,2
index_1913,5
index_1914,4
index_1915,5
index_1916,5
index_1917,5
index_1918,5
index_1919,3
index_1920,1
index_1921,2
index_1922,1
index_1923,4
index_1924,5
index_1925,3
index_1926,1
index_1927,1
index_1928,4
index_1929,1
index_1930,1
index_1931,5
index_1932,3
index_1933,1
index_1934,3
index_1935,2
index_1936,5
index_1937,5
index_1938,3
index_1939,5
index_1940,5
index_1941,3
index_1942,5
index_1943,2
index_1944,5
index_1945,1
index_1946,5
index_1947,5
index_1948,2
index_1949,1
index_1950,5
index_1951,5
index_1952,4
index_1953,5
index_1954,2
index_1955,1
index_1956,5
index_1957,4
index_1958,2
index_1959,4
index_1960,2
index_1961,2
index_1962,1
index_1963,5
index_1964,2
index_1965,2
index_1966,5
index_1967,4
index_1968,1
index_1969,5
index_1970,5
index_1971,5
index_1972,5
index_1973,2
index_1974,3
index_1975,5
index_1976,3
index_1977,2
index_1978,2
index_1979,1
index_1980,4
index_1981,4
index_1982,1
index_1983,4
index_1984,2
index_1985,2
index_1986,2
index_1987,2
index_1988,1
index_1989,1
index_1990,5
index_1991,3
index_1992,2
index_1993,1
index_1994,4
index_1995,1
index_1996,3
index_1997,2
index_1998,1
index_1999,5
index_2000,5
index_2001,4
index_2002,2
index_2003,1
index_2004,3
index_2005,2
index_2006,5
index_2007,5
index_2008,1
index_2009,1
index_2010,1
index_2011,1
index_2012,5
index_2013,5
index_2014,5
index_2015,2
index_2016,2
index_2017,1
index_2018,1
index_2019,2
index_2020,3
index_2021,4
index_2022,1
index_2023,1
index_2024,1
index_2025,4
index_2026,2
index_2027,3
index_2028,1
index_2029,1
index_2030,5
index_2031,4
index_2032,3
index_2033,5
index_2034,3
index_2035,1
index_2036,5
index_2037,3
index_2038,5
index_2039,4
index_2040,2
index_2041,5
index_2042,1
index_2043,2
index_2044,4
index_2045,2
index_2046,1
index_2047,2
index_2048,1
index_2049,5
index_2050,5
index_2051,2
index_2052,2
index_2053,2
index_2054,5
index_2055,2
index_2056,1
index_2057,4
index_2058,2
index_2059,4
index_2060,1
index_2061,1
index_2062,3
index_2063,4
index_2064,1
index_2065,2
index_2066,2
index_2067,2
index_2068,5
index_2069,5
index_2070,2
index_2071,2
index_2072,5
index_2073,2
index_2074,4
index_2075,1
index_2076,5
index_2077,5
index_2078,5
index_2079,3
index_2080,5
index_2081,1
index_2082,3
index_2083,3
index_2084,5
index_2085,1
index_2086,2
index_2087,2
index_2088,5
index_2089,3
index_2090,4
index_2091,1
index_2092,5
index_2093,5
index_2094,5
index_2095,5
index_2096,5
index_2097,1
index_2098,1
index_2099,1
index_2100,5
index_2101,2
index_2102,4
index_2103,2
index_2104,5
index_2105,1
index_2106,5
index_2107,5
index_2108,3
index_2109,4
index_2110,4
index_2111,5
index_2112,4
index_2113,1
index_2114,2
index_2115,1
index_2116,1
index_2117,2
index_2118,5
index_2119,5
index_2120,2
index_2121,2
index_2122,5
index_2123,1
index_2124,1
index_2125,4
index_2126,1
index_2127,3
index_2128,1
index_2129,2
index_2130,2
index_2131,4
index_2132,3
index_2133,5
index_2134,4
index_2135,5
index_2136,1
index_2137,1
index_2138,3
index_2139,3
index_2140,4
